바하, 68, 156
하자, 68, 194
다하, 69, 159
자타, 43, 142
자사, 84, 195
차다, 88, 145
타타, 46, 178
가카, 77, 194
카라, 54, 141
하다, 44, 171
타나, 83, 192
라사, 85, 154
가타, 90, 183
아카, 60, 152
다하, 85, 143
마자, 99, 185
하카, 68, 188
가나, 46, 158
다바, 79, 185
바마, 47, 184
차마, 64, 158
타자, 93, 142
나자, 42, 164
자카, 64, 193
카차, 52, 171
나차, 87, 192
사타, 41, 200
타다, 42, 151
자파, 45, 172
차다, 62, 192
아파, 97, 143
다하, 94, 161
마아, 86, 178
마카, 48, 141
파타, 61, 193
자마, 43, 151
사나, 66, 197
라아, 76, 187
차파, 46, 144
다차, 100, 172
라카, 83, 164
타라, 82, 199
타하, 100, 155
마타, 53, 200
다가, 94, 186
자다, 51, 157
바나, 90, 149
파바, 98, 180
카다, 64, 174
라하, 64, 192
하아, 86, 197
라바, 51, 189
차카, 62, 183
아타, 56, 153
마하, 65, 176
라하, 71, 187
파파, 66, 157
사파, 77, 188
자라, 89, 185
타라, 40, 179
카다, 87, 154
바마, 100, 164
아하, 86, 162
아카, 97, 144
마하, 99, 189
마카, 80, 172
아카, 59, 145
차라, 95, 180
사사, 96, 173
나라, 89, 159
차타, 85, 163
가나, 54, 182
타라, 95, 181
자다, 53, 172
마타, 77, 152
사나, 41, 185
차바, 87, 166
마마, 97, 200
파카, 66, 174
마바, 50, 140
마나, 83, 159
차카, 91, 150
바타, 54, 171
아바, 66, 182
가마, 63, 140
자바, 55, 148
파파, 40, 197
가사, 74, 165
바자, 74, 196
하카, 67, 165
카나, 63, 178
카마, 50, 183
차바, 48, 172
하나, 93, 184
자라, 100, 153
사라, 58, 195
파나, 97, 184
라카, 53, 198
파자, 83, 181
카라, 42, 200
나나, 61, 192
나사, 75, 150
차카, 73, 188
마바, 68, 155
바차, 94, 190
사사, 77, 153
타하, 83, 196
타마, 68, 179
파하, 87, 190
카타, 100, 154
차가, 88, 156
하마, 42, 179
하라, 87, 179
사차, 65, 182
차가, 100, 198
사사, 50, 147
라파, 50, 145
가가, 50, 191
카아, 75, 182
자자, 86, 180
파카, 42, 152
아마, 95, 148
사사, 75, 160
라가, 60, 183
라가, 48, 179
가가, 93, 163
파하, 95, 149
타나, 97, 142
파나, 93, 141
다마, 53, 164
다다, 84, 192
가하, 43, 193
사하, 40, 170
타라, 58, 198
타라, 63, 187
마사, 79, 163
라타, 82, 189
가나, 56, 156
나하, 85, 173
카자, 95, 185
나카, 89, 198
카카, 77, 149
아카, 51, 196
바사, 65, 140
사나, 66, 171
차라, 73, 155
라아, 99, 177
자타, 54, 140
마파, 48, 200
타차, 87, 157
타마, 85, 171
라타, 51, 152
바가, 41, 195
아아, 74, 169
하사, 47, 190
카타, 53, 193
파라, 64, 172
가나, 60, 183
가카, 51, 176
아나, 100, 190
카마, 78, 141
다하, 73, 164
마파, 90, 142
타마, 63, 178
나아, 74, 156
아바, 68, 140
나파, 90, 153
라라, 41, 161
타바, 53, 152
카차, 86, 174
사차, 55, 141
다가, 77, 159
파파, 91, 180
바마, 70, 156
파타, 61, 175
타나, 46, 143
차타, 76, 189
타타, 89, 180
마카, 60, 148
파타, 77, 152
라파, 51, 192
사바, 51, 168
자아, 40, 150
나바, 80, 143
사바, 100, 184
바바, 74, 166
아타, 45, 191
다아, 61, 190
라다, 41, 146
다파, 53, 191
타아, 88, 177
라바, 41, 197
라아, 77, 156
타카, 81, 178
사바, 48, 147
하카, 69, 159
다라, 65, 195
가사, 45, 184
자나, 41, 141
자다, 61, 194
다차, 96, 193
카파, 52, 159
타타, 96, 168
자차, 84, 194
사하, 45, 176
다바, 82, 180
파가, 95, 184
파타, 68, 170
사다, 87, 182
타아, 52, 140
가라, 80, 200
자차, 83, 148
라사, 81, 141
아사, 91, 190
사자, 57, 163
다다, 66, 144
아사, 78, 158
파마, 48, 177
가바, 94, 184
차카, 58, 143
하하, 69, 152
자하, 85, 160
자타, 42, 183
타바, 64, 179
사가, 91, 195
자라, 71, 188
자차, 96, 199
가아, 68, 153
하라, 50, 163
바바, 80, 185
사아, 62, 183
아하, 62, 166
다카, 99, 191
사아, 73, 177
나사, 41, 174
아차, 60, 194
자마, 72, 171
자자, 92, 156
카라, 58, 155
하사, 78, 182
하사, 95, 155
마마, 83, 196
타파, 56, 145
자아, 83, 149
다다, 96, 191
바사, 84, 173
차하, 97, 143
카나, 51, 161
타사, 41, 177
사파, 98, 150
자하, 73, 178
나가, 69, 178
하하, 52, 200
자하, 73, 164
마사, 41, 158
아자, 95, 178
카가, 96, 196
차다, 63, 162
가가, 92, 144
하아, 97, 151
다타, 94, 178
가파, 45, 182
라타, 42, 155
하다, 77, 188
파아, 64, 166
아바, 88, 177
사아, 71, 198
자타, 93, 142
마파, 83, 194
하아, 73, 156
차사, 79, 189
아나, 67, 155
자차, 87, 162
하가, 45, 144
타카, 67, 147
자마, 64, 160
자하, 77, 162
카가, 47, 142
다자, 80, 196
타자, 85, 169
파타, 66, 187
바카, 64, 142
사아, 42, 177
사아, 48, 140
차하, 67, 143
차아, 41, 183
라하, 85, 143
차라, 74, 144
아다, 87, 160
다카, 79, 196
사자, 44, 181
하마, 80, 145
아차, 88, 190
파가, 49, 168
카파, 90, 178
아파, 81, 151
타가, 87, 158
마나, 41, 172
라가, 92, 160
파차, 99, 188
하사, 100, 183
카라, 65, 159
파하, 49, 196
가바, 59, 185
가나, 96, 143
아바, 95, 170
하라, 75, 173
하사, 79, 147
마바, 93, 155
바자, 84, 190
바가, 94, 147
다다, 79, 157
나다, 73, 175
카가, 42, 155
차타, 45, 152
아사, 62, 153
카아, 65, 164
가자, 96, 160
하차, 68, 163
다타, 62, 170
라가, 62, 177
다사, 75, 145
라나, 81, 147
하사, 57, 149
자나, 41, 195
나바, 78, 166
나사, 55, 151
바자, 96, 199
아나, 72, 185
다하, 98, 144
자바, 74, 167
마타, 44, 156
다바, 44, 193
아파, 46, 172
사마, 52, 179
아사, 91, 149
라차, 43, 170
가다, 98, 167
나가, 68, 195
마마, 48, 165
가나, 63, 152
차나, 99, 178
차다, 65, 186
가라, 51, 186
라파, 60, 195
파마, 40, 142
카가, 46, 200
카파, 55, 148
타바, 87, 191
나하, 58, 164
자파, 60, 186
바마, 50, 160
마하, 65, 165
바차, 65, 143
라아, 90, 144
카카, 97, 177
카타, 89, 157
카바, 68, 198
파마, 91, 153
차카, 97, 162
라마, 86, 193
자하, 86, 176
차다, 88, 143
다아, 74, 164
파라, 48, 153
차마, 46, 147
나타, 54, 155
나마, 64, 200
타사, 64, 195
타자, 89, 193
자다, 94, 189
나라, 87, 196
카하, 49, 159
자다, 84, 181
카하, 75, 159
다카, 53, 158
마아, 72, 155
하차, 87, 190
하카, 73, 179
카자, 91, 193
타바, 42, 176
사하, 67, 171
라마, 55, 167
차타, 94, 151
하파, 68, 159
나가, 66, 179
하파, 61, 179
하라, 77, 180
타아, 53, 153
파카, 92, 190
사타, 45, 182
마타, 72, 186
하나, 60, 171
하다, 72, 170
바카, 61, 154
나마, 72, 193
카아, 58, 163
차가, 66, 168
차바, 73, 167
다다, 66, 173
바카, 58, 147
가나, 99, 180
사카, 97, 168
라마, 87, 190
다다, 65, 187
타타, 51, 146
마가, 87, 147
파자, 64, 140
파나, 50, 200
가자, 60, 195
다아, 89, 194
라사, 70, 147
다자, 78, 175
타파, 67, 185
사타, 84, 154
마차, 83, 146
마사, 93, 187
마하, 80, 199
아가, 95, 197
라카, 47, 186
카바, 76, 178
아차, 46, 148
라카, 82, 150
하사, 68, 167
차아, 75, 158
바다, 97, 144
차사, 96, 150
마마, 55, 185
나자, 51, 178
파차, 63, 176
라아, 99, 159
차타, 50, 194
나하, 70, 200
마자, 70, 180
바사, 71, 150
사타, 46, 177
나나, 59, 159
나다, 91, 154
아마, 80, 150
나가, 100, 183
아하, 72, 152
가차, 95, 150
하나, 44, 197
아나, 85, 144
타나, 71, 165
파타, 76, 176
아카, 84, 168
하아, 51, 199
카마, 93, 191
자나, 95, 169
파나, 98, 166
하라, 61, 146
마차, 96, 148
차라, 75, 176
마다, 43, 181
파가, 40, 198
가마, 97, 155
나차, 89, 158
마나, 51, 148
타라, 65, 157
파타, 80, 185
파카, 73, 180
바아, 59, 178
차다, 87, 175
타가, 47, 167
마라, 98, 168
아나, 63, 190
타라, 90, 169
카하, 44, 174
바파, 87, 140
바아, 86, 158
자사, 63, 146
사마, 53, 181
바파, 43, 165
다타, 76, 196
나카, 63, 191
바자, 64, 194
라타, 79, 174
라카, 66, 153
바라, 49, 153
자타, 42, 172
가라, 78, 144
사라, 81, 166
카하, 88, 160
마바, 63, 147
가라, 80, 182
사사, 60, 170
라아, 68, 182
가나, 90, 179
바가, 88, 140
카다, 52, 170
가사, 82, 177
마사, 79, 151
마사, 91, 165
카사, 44, 147
바아, 83, 151
가하, 100, 152
바타, 45, 159
아다, 62, 152
마다, 47, 143
아차, 78, 191
라하, 42, 176
하파, 59, 143
하가, 88, 191
바파, 44, 173
가카, 43, 179
카자, 58, 147
타파, 88, 141
바자, 66, 177
다자, 75, 182
바차, 56, 195
나다, 60, 186
가하, 89, 171
하나, 80, 150
하바, 74, 195
파하, 64, 163
차자, 58, 159
자사, 96, 167
라자, 41, 168
사마, 43, 188
가차, 60, 154
아사, 63, 181
아사, 69, 178
바카, 85, 151
사라, 91, 150
타가, 43, 175
카다, 40, 168
나마, 88, 166
차라, 83, 185
파타, 57, 186
파하, 77, 143
하카, 51, 155
파차, 65, 173
자파, 98, 195
라라, 62, 152
마바, 52, 146
가바, 81, 177
타자, 45, 182
바카, 89, 159
가마, 64, 150
다다, 42, 154
